Store ID,Address,City,State,Zip Code,Latitude,Longitude
1012,8700 Lakeview Pkwy,Rowlett,Texas,75088,32.9172792,-96.5165795
1013,6232 Retail Rd,Dallas,Texas,75231,32.8614075,-96.7524312
1014,12721 I-45N,Willis,Texas,77318,30.4239513,-95.4937373
1016,3320 E Broad St,Mansfield,Texas,76063,32.5757261,-97.0829358
1017,123 Creekside Crossing,New Braunfels,Texas,78130,29.7278937,-98.0762091
1018,9053 W University Dr,McKinney,Texas,75071,33.2179774,-96.7338238
1019,8134 W Sam Houston Pkwy S,Houston,Texas,77072,29.6911231,-95.5580568
1020,11650 N Dallas Pkwy,Frisco,Texas,75034,33.1743604,-96.8384918
1021,1845 W Pinhook Rd,Lafayette,Louisiana,70508,30.1896898,-92.0144064
1022,8300 N FM 620,Austin,Texas,78726,30.423726,-97.8467399
1023,1410 S Cage Blvd,Pharr,Texas,78577,26.1783231,-98.1872779
1024,15255 Montfort Dr,Dallas,Texas,75248,32.9580367,-96.8188222
1025,412 E Commerce St,San Antonio,Texas,78205,29.4238514,-98.4888746
1026,1134 Pat Booker Rd,Universal City,Texas,78148,29.5505835,-98.2970612
1027,10121 S Memorial Dr,Tulsa,Oklahoma,74133,36.0156918,-95.8857173
1028,93 FM 1346,La Vernia,Texas,78121,29.3581481,-98.1364588
1029,892 US Highway 271 N,Gilmer,Texas,75644,32.7410988,-94.9412499
1030,11769 Panama City Beach Pkwy,Panama City Beach,Florida,32407,30.1992388,-85.8186041
1031,2412 9th St,Lubbock,Texas,79401,33.5875274,-101.8693244
1032,3505 W Main St,Durant,Oklahoma,74701,33.9987209,-96.4105435
1033,2401 S Highway 77,Lynn Haven,Florida,32444,30.2219621,-85.6486902
1034,17311 Bulverde Rd,San Antonio,Texas,78247,29.5988945,-98.419429
1035,19561 McDonald St,Lytle,Texas,78052,29.2312978,-98.7888653
1036,311 South Main Street,Lindale,Texas,75771,32.5123712,-95.409786
1037,2344 East Rental Car Drive,Euless,Texas,76155,32.8521795,-97.0386989
1038,700 S Home Street,Corrigan,Texas,75939,30.9882809,-94.8263651
1039,8008 Cedar Springs Road,Dallas,Texas,75235,32.8444583,-96.849846
1040,18950 Highway 105 W,Montgomery,Texas,77356,30.3839568,-95.6540166
1041,2914 S Douglas Blvd,Midwest City,Oklahoma,73130,35.4364315,-97.3702895
1042,4888 E 21st St S,Tulsa,Oklahoma,74114,36.1329798,-95.9230783
1043,212 N Mustang Rd,Mustang,Oklahoma,73064,35.3926318,-97.7242304
1044,3006 E Business 190,Copperas Cove,Texas,76522,31.1204241,-97.8629882
1045,2115 FM 2920 Rd,Spring,Texas,77388,30.0692264,-95.4475363
1046,2001 S Interstate 45,Corsicana,Texas,75109,32.0700659,-96.4474922
1047,340 Highway 6,Sugar Land,Texas,77478,29.6102744,-95.6470685
1048,801 N Service Rd E,Ruston,Louisiana,71270,32.5411441,-92.6281738
1049,3100 N Terminal Rd,Houston,Texas,77032,29.9869042,-95.3459112
1050,2155 Airport Fwy,Euless,Texas,76040,32.8366235,-97.1180835
1051,703 S Magnolia,Woodville,Texas,75979,30.7682943,-94.4141692
1052,1243 Austin Highway,San Antonio,Texas,78209,29.4889929,-98.4447922
1053,103 Hwy 31 West,Chandler,Texas,75758,32.3072725,-95.4806074
1054,11250 US Hwy 380,Cross Roads,Texas,76227,33.2264018,-96.9877032
1055,516 W Cypress,San Antonio,Texas,78212,29.4403209,-98.499661
1056,13910 Horizon Blvd,Horizon City,Texas,79928,31.6821579,-106.2005652
1057,12100 Lake June Rd,Balch Springs,Texas,75180,32.7335766,-96.618554
1058,11025 Shadow Creek Parkway,Pearland,Texas,77584,29.5817839,-95.3886996
1059,28630 US-290 Frontage,Cypress,Texas,77433,29.9920697,-95.7490307
1060,1301 E Main St,Fredericksburg,Texas,78624,30.261033,-98.8565645
1061,12309 Nacogdoches Rd,San Antonio,Texas,78217,29.5525095,-98.4057227
1062,602 W Main St,Hallsville,Texas,75650,32.5095633,-94.5905172
1063,1021 N Saginaw Blvd,Saginaw,Texas,76179,32.8748038,-97.3772125
1064,1001 Hwy 82 E,Whitesboro,Texas,76273,33.6727836,-96.9053388
1065,300 U.S. 175,Kaufman,Texas,75142,32.5719011,-96.3067208
1066,3141 S McKenzie St,Foley,Alabama,36535,30.3683761,-87.6823632
1067,305 FM 518 Rd,Kemah,Texas,77565,29.5356356,-95.0207043
1068,1410 S Lynn Riggs Blvd,Claremore,Oklahoma,74017,36.2957647,-95.6282747
1069,7702 S Padre Island Dr,Corpus Christi,Texas,78412,27.6899981,-97.3318459
1070,23522 Wilderness Oak,San Antonio,Texas,78258,29.6594784,-98.4998968
1071,12903B E 96th St N,Owasso,Oklahoma,74055,36.2935379,-95.8285193
1072,8730 Texas 146,Baytown,Texas,77523,29.8178206,-94.8994618
1073,208 S Council Rd,Oklahoma City,Oklahoma,73128,35.4633493,-97.6535606
1074,2200 North Pacific Street,Mineola,Texas,75773,32.6888348,-95.4835282
1075,2411 Louisville Ave,Monroe,Louisiana,71201,32.5240394,-92.0974951
1076,521 E Kings Hwy,Shreveport,Louisiana,71105,32.4810435,-93.7238152
1077,10401 Alameda Ave,Socorro,Texas,79927,31.6527465,-106.2883715
1078,9130 Barker Cypress Rd,Cypress,Texas,77433,29.9111732,-95.6855922
1079,1110 Silber Rd,Houston,Texas,77055,29.7888274,-95.4676034
1080,1101 W I 35 Frontage Rd,Edmond,Oklahoma,73034,35.6425295,-97.4261155
1081,13933 E Sam Houston Pkwy N,Houston,Texas,77044,29.923013,-95.2007767
1082,3120 S Jackson Rd,Hidalgo,Texas,78557,26.1249365,-98.2170045
1083,2103 Ruben Torres Blvd,Brownsville,Texas,78526,25.9515127,-97.4844393
1084,2236 Jacksboro Hwy,Fort Worth,Texas,76114,32.7846139,-97.3809276
1085,12302 Montana Ave,El Paso,Texas,79938,31.8061021,-106.2591896
1086,1956 W Martin Luther King Blvd,Fayetteville,Arkansas,72701,36.0567284,-94.1879181
1087,13229 N Pennsylvania Ave,Oklahoma City,Oklahoma,73120,35.6045233,-97.5501762
1088,148 Farm To Market Road 148,Terrell,Texas,75160,32.7183551,-96.3217142
1089,4335 S Pleasant Crossing Blvd,Rogers,Arkansas,72758,36.2820751,-94.1509566
1090,8000 FM 423,Frisco,Texas,75036,33.1460427,-96.8902918
1091,13148 Highway 287,Haslet,Texas,76052,32.9669712,-97.4155972
1092,4172 Elm Springs Rd,Springdale,Arkansas,72762,36.1938631,-94.1761308
1093,906 U.S. 49,Richland,Mississippi,39218,32.2224152,-90.1559905
1094,13500 N Macarthur Blvd,Oklahoma City,Oklahoma,73142,35.6073699,-97.6202542
1095,4196 Highway 528 NE,Rio Rancho,New Mexico,87144,35.328719,-106.5713206
1096,20314 State Highway 46 W,Spring Branch,Texas,78070,29.798391,-98.4219778
1097,6705 W Adams Ave,Temple,Texas,76502,31.1163585,-97.4136119
1098,2620 Airline Dr,Bossier City,Louisiana,71111,32.5509993,-93.7091044
1099,9100 N Tarrant Pkwy,North Richland Hills,Texas,76182,32.9033127,-97.191718
1100,4030 N College Ave,Fayetteville,Arkansas,72703,36.1244099,-94.1439774
1101,25111 Interstate 10,San Antonio,Texas,78257,29.6746402,-98.6364488
1102,2870 TX-1604 Loop,San Antonio,Texas,78245,29.4025836,-98.7052145
1103,3447 Rayford Rd,Spring,Texas,77386,30.1124918,-95.388945
1104,102 W Royall Blvd,Malakoff,Texas,75148,32.1711488,-96.0134628
1105,6151 Eldorado Pkwy,McKinney,Texas,75070,33.173513,-96.6960401
1106,8002 Fredericksburg Rd,San Antonio,Texas,78229,29.5136875,-98.5689469
1107,5916 Old Jacksonville Highway,Tyler,Texas,75703,32.2839085,-95.3307975
1108,12003 E US 290,Manor,Texas,78653,30.3486005,-97.5402313
1109,2209 N Tarrant Pkwy,Ft. Worth,Texas,76177,32.8991165,-97.3265305
1110,540 W Interstate 30,Royse City,Texas,75189,32.9640258,-96.3423679
1111,12110 S Waco Ave.,Glenpool,Oklahoma,74033,35.9869486,-96.0168102
1112,3839 E 1604 N,Converse,Texas,78109,29.4717166,-98.2951246
1113,1724 Old Fannin Rd,Flowood,Mississippi,39232,32.3420434,-90.0653706
1114,651 South Doctor M Roper Parkway,Bullard,Texas,75757,32.1282515,-95.3042923
1115,4970 W University Dr,McKinney,Texas,75071,33.2188421,-96.677637
1117,5012 Gattis School Road,Hutto,Texas,78634,30.502879,-97.5816496
1118,820 Skyland Blvd.,Tuscaloosa,Alabama,35405,33.1658502,-87.5496097
1120,930 E Interstate 30,Grand Prairie,Texas,75050,32.759611,-96.993511
1121,803 W Princeton Dr,Princeton,Texas,75407,33.1755163,-96.5148295
1123,11441 Quaker Ave,Lubbock,Texas,79424,33.4875345,-101.9042127
1124,2940 W Grand Pkwy N,Katy,Texas,77449,29.8162425,-95.7702958
1125,4545 Kingwood Dr,Kingwood,Texas,77345,30.0526675,-95.1817291
1126,3711 Las Estancias Ct,Albuquerque,New Mexico,87121,35.0231993,-106.7138583
1127,8821 South Hwy 34,Quinlan,Texas,75474,32.9078428,-96.1275589
1128,1000 Industrial Pkwy,Saraland,Alabama,36571,30.8017806,-88.0941023
1129,1700 N Interstate 35,Gainesville,Texas,76240,33.6418413,-97.1542595
1130,25720 Kuykendahl Rd,Tomball,Texas,77375,30.1338627,-95.5534841
1131,301 N E Georgia Ave,Sweetwater,Texas,79556,32.4514988,-100.3959622
1132,12703 Grand Pkwy,New Caney,Texas,77357,30.1306679,-95.2323466
1133,1201 S Preston Rd,Prosper,Texas,75078,33.2214105,-96.799245
1134,1300 Airway Blvd STE B,El Paso,Texas,79925,31.7864812,-106.3951568
1135,1451 Wellborn Rd,College Station,Texas,77840,30.5903796,-96.3293368
1136,457 S. Loop 336 W.,Conroe,Texas,77304,30.2794693,-95.4690368
1137,263 I.H. 45 South,Huntsville,Texas,77340,30.7077594,-95.564066
1138,2630 South S.H. 161,Grand Prairie,Texas,75052,32.7077066,-97.0238238
1139,4975 East Freeway,Baytown,Texas,77521,29.8052271,-94.9837598
1140,1301 McFarland Blvd E,Tuscaloosa,Alabama,35404,33.2006015,-87.5248059
1141,11510 Pearland Pkwy,Houston,Texas,77089,29.5978815,-95.2669337
1142,3535 Nederland Ave,Nederland,Texas,77627,29.957096,-94.0051651
1143,21710 Kuykendahl Rd,Spring,Texas,77379,30.0831069,-95.5221579
1144,7411 Southwest Fwy,Houston,Texas,77074,29.6992726,-95.5178949
1145,12445 Hwy 64 E,Tyler,Texas,75707,32.3161947,-95.2029984
1146,2215 W Gentry Pkwy,Tyler,Texas,75702,32.3674018,-95.3251392
1147,4050 N Loop 1604 W,Shavano Park,Texas,78231,29.5999846,-98.5608781
1148,27002 FM 1093 Rd,Richmond,Texas,77406,29.6955996,-95.8444298
1152,2610 N. International Pkwy,DFW Airport,Texas,75261,32.8978262,-97.040375
1153,5970 Hwy 6,Missouri City,Texas,77459,29.5664479,-95.5660146
1156,10173 US Hwy 259,Nacogdoches,Texas,75964,31.7042143,-94.6776357
1157,26510 U.S. 281,San Antonio,Texas,78260,29.6928578,-98.4515415
1158,5545 McPherson Blvd,Fort Worth,Texas,76123,32.6062393,-97.410061
1160,609 Center St,Deer Park,Texas,77536,29.7061679,-95.1235471
1162,5151 Rangeline Service Rd N,Mobile,Alabama,36619,30.5974996,-88.1606801
1164,350 State Highway 78,Wylie,Texas,75098,33.0105162,-96.5434989
1167,29651 State Hwy 181,Daphne,Alabama,36526,30.6571124,-87.852942
1169,4608 FM 1960 West Rd,Houston,Texas,77069,29.9872315,-95.500498
1172,7134 E Thomas Rd,Scottsdale,Arizona,85251,33.480758,-111.9280104
